Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Full_name
EMP1241,Charlie,DAVIS,30.0,hr-illinois,Active,2020-09-05,118959.28,charlie.davis@example.com,-9839542960,Average,True,Charlie DAVIS
EMP1242,David,BROWN,40.0,cloud tech-california,Pending,2023-03-18,75823.78,david.brown@example.com,-8446267145,Average,False,David BROWN
EMP1244,Grace,DAVIS,40.0,sales-texas,Active,2021-10-11,94963.7,grace.davis@example.com,-2625660930,Good,False,Grace DAVIS
EMP1245,Frank,MILLER,30.0,sales-nevada,Pending,2021-01-07,103744.71,frank.miller@example.com,-4181861514,Average,False,Frank MILLER
EMP1246,Alice,SMITH,25.0,sales-new york,Inactive,2020-12-03,61337.69,alice.smith@example.com,-5423401635,Average,True,Alice SMITH
EMP1247,David,SMITH,35.0,sales-california,Active,2021-05-28,63741.13,david.smith@example.com,-1128497184,Poor,True,David SMITH
EMP1248,Eva,SMITH,30.0,devops-california,Pending,2022-12-28,56539.99,eva.smith@example.com,-9484910255,Excellent,True,Eva SMITH
EMP1249,Charlie,WILLIAMS,30.0,devops-illinois,Pending,2023-05-24,73633.37,charlie.williams@example.com,-2588967923,Good,True,Charlie WILLIAMS
EMP1250,Alice,MILLER,25.0,cloud tech-texas,Pending,2024-04-28,90373.99,alice.miller@example.com,-822269404,Good,False,Alice MILLER
EMP1252,Eva,BROWN,40.0,admin-nevada,Inactive,2021-09-01,81748.09,eva.brown@example.com,-4683414650,Average,True,Eva BROWN
EMP1253,Charlie,JONES,40.0,finance-florida,Inactive,2021-02-21,73813.48,charlie.jones@example.com,-1131290147,Average,False,Charlie JONES
EMP1254,Frank,SMITH,35.0,finance-new york,Inactive,2022-11-20,89315.59,frank.smith@example.com,-7068277880,Average,False,Frank SMITH
EMP1255,Heidi,WILLIAMS,25.0,hr-florida,Active,2020-10-15,56776.82,heidi.williams@example.com,-6093068537,Poor,False,Heidi WILLIAMS
EMP1257,Frank,MILLER,30.0,admin-florida,Pending,2022-08-14,84913.18,frank.miller@example.com,-2850676250,Average,True,Frank MILLER
EMP1258,Alice,GARCIA,25.0,finance-illinois,Inactive,2021-05-08,65060.11,alice.garcia@example.com,-5381447442,Excellent,True,Alice GARCIA
EMP1259,Alice,WILLIAMS,35.0,finance-illinois,Pending,2023-10-09,82941.08,alice.williams@example.com,-963480796,Poor,False,Alice WILLIAMS
EMP1260,Bob,SMITH,40.0,admin-california,Pending,2022-01-19,103469.97,bob.smith@example.com,-509754509,Good,True,Bob SMITH
EMP1261,Grace,MILLER,25.0,sales-illinois,Active,2022-01-12,88725.6,grace.miller@example.com,-5265016730,Average,True,Grace MILLER
EMP1263,Grace,SMITH,35.0,hr-illinois,Inactive,2024-03-26,60098.72,grace.smith@example.com,-7654562840,Excellent,True,Grace SMITH
EMP1265,Heidi,JOHNSON,30.0,sales-illinois,Active,2021-11-02,115195.81,heidi.johnson@example.com,-3402665022,Good,True,Heidi JOHNSON
EMP1269,David,WILLIAMS,25.0,sales-florida,Active,2022-12-09,94031.77,david.williams@example.com,-4716392822,Excellent,True,David WILLIAMS
EMP1270,Grace,MILLER,30.0,devops-new york,Active,2023-03-18,116374.36,grace.miller@example.com,-4143637188,Excellent,False,Grace MILLER
EMP1271,Alice,GARCIA,40.0,hr-florida,Active,2022-04-25,98335.02,alice.garcia@example.com,-2392312603,Excellent,False,Alice GARCIA
EMP1272,Heidi,GARCIA,25.0,devops-new york,Pending,2021-02-28,89262.07,heidi.garcia@example.com,-3260931065,Poor,True,Heidi GARCIA
EMP1274,Frank,SMITH,35.0,sales-florida,Active,2021-05-19,69530.45,frank.smith@example.com,-414545634,Poor,True,Frank SMITH
EMP1275,Eva,BROWN,35.0,devops-new york,Pending,2023-12-14,84230.22,eva.brown@example.com,-200053473,Good,True,Eva BROWN
EMP1276,Eva,SMITH,35.0,cloud tech-illinois,Pending,2023-01-17,76578.59,eva.smith@example.com,-9162475540,Average,False,Eva SMITH
EMP1277,Frank,MILLER,30.0,hr-texas,Inactive,2024-01-02,55532.06,frank.miller@example.com,-1082555988,Excellent,True,Frank MILLER
EMP1278,Eva,SMITH,40.0,admin-new york,Pending,2021-07-09,115311.68,eva.smith@example.com,-5343961128,Excellent,True,Eva SMITH
EMP1279,Charlie,JOHNSON,25.0,sales-nevada,Pending,2021-05-05,66972.06,charlie.johnson@example.com,-1093371188,Good,True,Charlie JOHNSON
EMP1280,David,BROWN,30.0,cloud tech-texas,Inactive,2021-11-07,100215.06,david.brown@example.com,-5473820235,Average,True,David BROWN
EMP1281,Charlie,BROWN,25.0,sales-new york,Inactive,2023-08-30,115452.25,charlie.brown@example.com,-8485571616,Poor,False,Charlie BROWN
EMP1282,Heidi,MILLER,30.0,hr-california,Inactive,2023-08-15,54141.38,heidi.miller@example.com,-6880294239,Average,False,Heidi MILLER
EMP1284,Alice,JOHNSON,40.0,finance-new york,Pending,2024-11-21,114822.78,alice.johnson@example.com,-8686694319,Good,True,Alice JOHNSON
EMP1285,Alice,WILLIAMS,35.0,sales-illinois,Active,2021-11-17,69919.32,alice.williams@example.com,-2939087883,Average,True,Alice WILLIAMS
EMP1286,Heidi,SMITH,30.0,sales-florida,Inactive,2021-01-29,106616.97,heidi.smith@example.com,-4344812307,Poor,False,Heidi SMITH
EMP1287,Heidi,JONES,35.0,devops-new york,Active,2024-02-17,73597.85,heidi.jones@example.com,-3402424032,Poor,True,Heidi JONES
EMP1288,David,SMITH,30.0,sales-nevada,Inactive,2024-08-20,79939.23,david.smith@example.com,-8105955183,Excellent,True,David SMITH
EMP1290,Grace,SMITH,30.0,finance-california,Inactive,2021-09-10,90772.25,grace.smith@example.com,-2408916497,Average,False,Grace SMITH
EMP1291,Eva,WILLIAMS,35.0,devops-new york,Active,2023-09-29,58275.74,eva.williams@example.com,-3735439626,Good,False,Eva WILLIAMS
EMP1294,Frank,JOHNSON,40.0,devops-illinois,Inactive,2024-03-31,87626.24,frank.johnson@example.com,-6931216375,Good,True,Frank JOHNSON
EMP1295,David,BROWN,30.0,devops-illinois,Active,2022-12-12,81272.36,david.brown@example.com,-1820916600,Poor,False,David BROWN
EMP1297,Charlie,DAVIS,35.0,sales-florida,Active,2023-10-25,64378.1,charlie.davis@example.com,-1851327971,Poor,False,Charlie DAVIS
EMP1300,Alice,SMITH,30.0,sales-texas,Active,2022-05-17,74117.02,alice.smith@example.com,-3036625435,Poor,False,Alice SMITH
EMP1301,Alice,SMITH,25.0,finance-texas,Inactive,2022-04-17,62598.69,alice.smith@example.com,-1721314518,Average,True,Alice SMITH
EMP1302,Grace,WILLIAMS,35.0,finance-florida,Inactive,2022-02-08,55617.5,grace.williams@example.com,-5151092267,Excellent,True,Grace WILLIAMS
EMP1303,Charlie,MILLER,35.0,cloud tech-new york,Pending,2022-03-15,87018.98,charlie.miller@example.com,-5926249450,Good,True,Charlie MILLER
EMP1304,David,JOHNSON,25.0,cloud tech-california,Inactive,2023-10-11,100336.58,david.johnson@example.com,-4754102251,Excellent,True,David JOHNSON
EMP1305,Grace,JONES,30.0,admin-florida,Inactive,2020-11-13,69295.48,grace.jones@example.com,-6771196420,Excellent,False,Grace JONES
EMP1306,Bob,BROWN,25.0,devops-florida,Pending,2024-04-17,115536.66,bob.brown@example.com,-5226557675,Excellent,True,Bob BROWN
EMP1307,David,JOHNSON,30.0,cloud tech-texas,Pending,2020-03-09,81250.87,david.johnson@example.com,-9523668787,Excellent,False,David JOHNSON
EMP1308,Alice,GARCIA,30.0,devops-texas,Inactive,2022-06-17,66403.75,alice.garcia@example.com,-7883619688,Good,False,Alice GARCIA
EMP1309,Alice,MILLER,30.0,sales-california,Active,2024-07-28,114147.79,alice.miller@example.com,-3135030586,Excellent,False,Alice MILLER
EMP1310,Frank,GARCIA,30.0,hr-new york,Pending,2022-12-03,65472.99,frank.garcia@example.com,-2105524727,Good,False,Frank GARCIA
EMP1312,Alice,BROWN,35.0,devops-nevada,Inactive,2024-05-28,86712.41,alice.brown@example.com,-6501917919,Average,True,Alice BROWN
EMP1313,Grace,DAVIS,30.0,hr-florida,Active,2024-03-25,87654.98,grace.davis@example.com,-2521310961,Poor,False,Grace DAVIS
EMP1314,David,WILLIAMS,35.0,devops-new york,Inactive,2020-04-28,89367.02,david.williams@example.com,-2728476569,Poor,False,David WILLIAMS
EMP1315,Charlie,GARCIA,40.0,admin-california,Active,2021-11-07,95269.41,charlie.garcia@example.com,-4120092819,Good,True,Charlie GARCIA
EMP1316,Frank,WILLIAMS,25.0,sales-nevada,Active,2020-04-15,68792.31,frank.williams@example.com,-6678498435,Average,False,Frank WILLIAMS
EMP1317,Alice,SMITH,25.0,admin-illinois,Pending,2023-10-07,89119.53,alice.smith@example.com,-2418623689,Good,True,Alice SMITH
EMP1318,Frank,DAVIS,35.0,cloud tech-new york,Active,2024-02-27,58212.13,frank.davis@example.com,-3628917755,Good,False,Frank DAVIS
EMP1319,Heidi,MILLER,30.0,devops-illinois,Pending,2021-02-22,77764.24,heidi.miller@example.com,-6205634110,Good,True,Heidi MILLER
EMP1320,Frank,GARCIA,35.0,finance-florida,Pending,2023-08-21,75148.17,frank.garcia@example.com,-5950342810,Average,False,Frank GARCIA
EMP1321,Heidi,JONES,40.0,cloud tech-nevada,Inactive,2024-04-08,108781.18,heidi.jones@example.com,-3904383033,Poor,False,Heidi JONES
EMP1322,Frank,BROWN,35.0,finance-texas,Pending,2024-11-04,65489.19,frank.brown@example.com,-1990970050,Average,True,Frank BROWN
EMP1324,David,MILLER,40.0,sales-new york,Inactive,2023-02-01,95822.56,david.miller@example.com,-2156818208,Average,False,David MILLER
EMP1325,Eva,MILLER,40.0,devops-nevada,Pending,2022-10-01,82258.03,eva.miller@example.com,-6790422710,Average,True,Eva MILLER
EMP1326,Frank,WILLIAMS,30.0,admin-nevada,Pending,2022-09-27,62883.34,frank.williams@example.com,-3322889856,Average,False,Frank WILLIAMS
EMP1328,David,GARCIA,25.0,devops-new york,Active,2021-03-23,85401.3,david.garcia@example.com,-9912971023,Poor,True,David GARCIA
EMP1331,Charlie,SMITH,25.0,cloud tech-illinois,Active,2021-05-08,63435.24,charlie.smith@example.com,-4721970545,Poor,False,Charlie SMITH
EMP1332,Frank,BROWN,35.0,finance-texas,Inactive,2022-04-11,82129.84,frank.brown@example.com,-6927589550,Average,False,Frank BROWN
EMP1333,David,WILLIAMS,35.0,devops-texas,Pending,2024-10-23,95492.61,david.williams@example.com,-6874090379,Good,False,David WILLIAMS
EMP1334,Grace,MILLER,40.0,finance-illinois,Inactive,2020-04-24,94572.37,grace.miller@example.com,-2146296135,Good,False,Grace MILLER
EMP1335,Bob,GARCIA,40.0,finance-nevada,Inactive,2023-03-04,118413.05,bob.garcia@example.com,-7157787111,Poor,False,Bob GARCIA
EMP1336,Alice,JONES,30.0,admin-nevada,Pending,2022-08-31,68976.65,alice.jones@example.com,-1663651558,Poor,True,Alice JONES
EMP1342,Heidi,WILLIAMS,40.0,admin-california,Pending,2022-02-07,80229.36,heidi.williams@example.com,-6778265959,Excellent,False,Heidi WILLIAMS
EMP1343,Grace,JOHNSON,25.0,sales-california,Active,2023-12-31,55145.47,grace.johnson@example.com,-8931992549,Good,False,Grace JOHNSON
EMP1345,Eva,DAVIS,40.0,hr-california,Active,2020-09-28,56110.81,eva.davis@example.com,-7279103367,Good,False,Eva DAVIS
EMP1346,Grace,WILLIAMS,25.0,cloud tech-texas,Inactive,2023-02-09,56514.5,grace.williams@example.com,-2963533904,Average,False,Grace WILLIAMS
EMP1347,Frank,BROWN,40.0,cloud tech-california,Inactive,2022-03-05,104541.84,frank.brown@example.com,-5044817765,Good,False,Frank BROWN
EMP1349,Eva,DAVIS,40.0,admin-texas,Active,2022-06-09,69317.33,eva.davis@example.com,-5289286645,Good,False,Eva DAVIS
EMP1350,Bob,BROWN,35.0,hr-new york,Pending,2023-07-04,84706.17,bob.brown@example.com,-4911110960,Average,False,Bob BROWN
EMP1351,Heidi,SMITH,25.0,admin-california,Active,2022-03-21,73255.21,heidi.smith@example.com,-7981789045,Average,False,Heidi SMITH
EMP1352,Frank,SMITH,40.0,hr-florida,Pending,2023-05-02,59528.71,frank.smith@example.com,-3378613714,Poor,False,Frank SMITH
EMP1353,David,GARCIA,40.0,hr-new york,Inactive,2021-10-15,70401.37,david.garcia@example.com,-7660538443,Good,True,David GARCIA
EMP1356,Heidi,JOHNSON,30.0,finance-california,Pending,2020-05-21,107327.59,heidi.johnson@example.com,-3960962625,Poor,False,Heidi JOHNSON
EMP1357,Grace,GARCIA,40.0,admin-nevada,Inactive,2021-05-10,67687.72,grace.garcia@example.com,-5826312818,Excellent,True,Grace GARCIA
EMP1358,Grace,SMITH,40.0,cloud tech-florida,Pending,2022-09-08,90757.08,grace.smith@example.com,-6482531105,Good,True,Grace SMITH
EMP1360,Bob,BROWN,25.0,admin-nevada,Pending,2021-12-28,61643.69,bob.brown@example.com,-2752334382,Good,True,Bob BROWN
EMP1361,Grace,SMITH,35.0,finance-texas,Active,2020-07-20,68111.69,grace.smith@example.com,-6404120910,Poor,False,Grace SMITH
EMP1362,David,SMITH,40.0,hr-florida,Inactive,2024-04-30,97568.88,david.smith@example.com,-7911244210,Average,True,David SMITH
EMP1363,Charlie,JOHNSON,35.0,cloud tech-florida,Active,2021-08-28,79118.28,charlie.johnson@example.com,-7536170616,Poor,True,Charlie JOHNSON
EMP1364,Bob,DAVIS,30.0,hr-california,Inactive,2022-07-21,104898.9,bob.davis@example.com,-1366572239,Excellent,True,Bob DAVIS
EMP1365,Frank,DAVIS,40.0,cloud tech-florida,Pending,2023-11-27,81671.3,frank.davis@example.com,-2990155798,Poor,True,Frank DAVIS
EMP1366,Alice,MILLER,25.0,cloud tech-california,Pending,2020-08-11,97399.75,alice.miller@example.com,-8028413907,Excellent,False,Alice MILLER
EMP1368,David,WILLIAMS,40.0,devops-new york,Active,2023-08-04,96011.55,david.williams@example.com,-2312447314,Average,True,David WILLIAMS
EMP1369,David,DAVIS,40.0,sales-florida,Inactive,2020-01-10,99331.49,david.davis@example.com,-8477686341,Excellent,False,David DAVIS
EMP1371,Eva,GARCIA,40.0,sales-nevada,Inactive,2023-05-07,77204.75,eva.garcia@example.com,-6769459195,Good,True,Eva GARCIA
EMP1372,Bob,JOHNSON,35.0,hr-florida,Pending,2020-12-19,106961.68,bob.johnson@example.com,-6395517207,Poor,False,Bob JOHNSON
EMP1374,Bob,SMITH,30.0,hr-nevada,Active,2022-11-12,77192.43,bob.smith@example.com,-2562531354,Excellent,False,Bob SMITH
EMP1375,Grace,BROWN,40.0,admin-florida,Pending,2023-01-05,98540.3,grace.brown@example.com,-2510505378,Good,False,Grace BROWN
EMP1377,Alice,SMITH,35.0,cloud tech-florida,Active,2021-02-03,107065.12,alice.smith@example.com,-1849196654,Average,False,Alice SMITH
EMP1378,Heidi,JOHNSON,40.0,devops-florida,Inactive,2023-12-25,108792.43,heidi.johnson@example.com,-3307704610,Poor,True,Heidi JOHNSON
EMP1380,Charlie,GARCIA,40.0,sales-nevada,Inactive,2023-01-30,85756.42,charlie.garcia@example.com,-907426087,Average,True,Charlie GARCIA
EMP1382,Grace,BROWN,25.0,devops-nevada,Active,2021-09-01,111236.69,grace.brown@example.com,-5618579063,Excellent,True,Grace BROWN
EMP1383,Eva,JONES,35.0,cloud tech-florida,Active,2024-05-07,106832.22,eva.jones@example.com,-7715910299,Good,True,Eva JONES
EMP1385,David,GARCIA,25.0,sales-california,Pending,2021-07-29,91780.04,david.garcia@example.com,-40104144,Poor,True,David GARCIA
EMP1386,Eva,WILLIAMS,35.0,sales-california,Pending,2023-10-23,107062.66,eva.williams@example.com,-9642297124,Good,True,Eva WILLIAMS
EMP1387,Grace,DAVIS,25.0,hr-nevada,Active,2023-12-07,110625.52,grace.davis@example.com,-2967188396,Excellent,True,Grace DAVIS
EMP1388,Frank,SMITH,30.0,devops-florida,Inactive,2020-10-18,90419.79,frank.smith@example.com,-7457314414,Average,True,Frank SMITH
EMP1389,Grace,SMITH,40.0,finance-texas,Pending,2024-06-15,111608.76,grace.smith@example.com,-8331170302,Good,True,Grace SMITH
EMP1390,Eva,WILLIAMS,35.0,finance-florida,Inactive,2023-04-06,50173.12,eva.williams@example.com,-7637153987,Poor,False,Eva WILLIAMS
EMP1391,Bob,WILLIAMS,40.0,devops-nevada,Pending,2022-01-03,109507.44,bob.williams@example.com,-5472812355,Good,False,Bob WILLIAMS
EMP1392,Grace,GARCIA,30.0,finance-new york,Inactive,2021-07-03,72600.56,grace.garcia@example.com,-7983631461,Excellent,False,Grace GARCIA
EMP1394,Heidi,WILLIAMS,25.0,cloud tech-new york,Inactive,2022-07-23,50047.32,heidi.williams@example.com,-2407875417,Good,False,Heidi WILLIAMS
EMP1395,David,BROWN,30.0,devops-california,Active,2024-11-25,115290.79,david.brown@example.com,-1563268684,Poor,False,David BROWN
EMP1396,Frank,GARCIA,35.0,cloud tech-california,Pending,2023-08-21,61586.76,frank.garcia@example.com,-745106633,Excellent,False,Frank GARCIA
EMP1397,Eva,MILLER,30.0,finance-nevada,Active,2023-12-12,56662.86,eva.miller@example.com,-3629489785,Average,True,Eva MILLER
EMP1399,Frank,SMITH,25.0,finance-nevada,Active,2022-09-05,54957.98,frank.smith@example.com,-3181439665,Excellent,True,Frank SMITH
EMP1400,Bob,GARCIA,25.0,hr-california,Inactive,2020-10-07,76790.47,bob.garcia@example.com,-1347323548,Excellent,True,Bob GARCIA
EMP1401,Charlie,BROWN,30.0,cloud tech-illinois,Pending,2020-01-18,92722.35,charlie.brown@example.com,-4012897431,Excellent,False,Charlie BROWN
EMP1402,Frank,WILLIAMS,30.0,devops-nevada,Active,2022-04-23,93125.32,frank.williams@example.com,-5122572075,Average,False,Frank WILLIAMS
EMP1403,David,SMITH,25.0,cloud tech-new york,Active,2023-04-22,101100.64,david.smith@example.com,-5024120956,Average,False,David SMITH
EMP1404,Grace,GARCIA,35.0,admin-new york,Inactive,2023-08-13,55897.41,grace.garcia@example.com,-9073710093,Poor,False,Grace GARCIA
EMP1405,Eva,BROWN,25.0,devops-california,Active,2022-11-26,92484.88,eva.brown@example.com,-3882211456,Good,True,Eva BROWN
EMP1406,Grace,MILLER,35.0,devops-texas,Active,2022-10-10,77011.99,grace.miller@example.com,-7584745704,Average,True,Grace MILLER
EMP1408,Grace,BROWN,35.0,sales-nevada,Active,2024-04-11,82971.02,grace.brown@example.com,-6325703964,Good,False,Grace BROWN
EMP1409,Bob,MILLER,25.0,sales-texas,Active,2021-06-20,65102.01,bob.miller@example.com,-3136148781,Average,True,Bob MILLER
EMP1411,Grace,GARCIA,25.0,devops-illinois,Pending,2023-06-15,60687.63,grace.garcia@example.com,-9859167953,Excellent,False,Grace GARCIA
EMP1413,Bob,SMITH,35.0,devops-florida,Pending,2024-09-29,66704.62,bob.smith@example.com,-2474140702,Poor,True,Bob SMITH
EMP1414,Grace,WILLIAMS,25.0,finance-illinois,Pending,2020-04-22,71650.3,grace.williams@example.com,-4910740649,Poor,True,Grace WILLIAMS
EMP1415,Charlie,SMITH,25.0,cloud tech-nevada,Active,2023-12-07,50794.54,charlie.smith@example.com,-425488213,Good,True,Charlie SMITH
EMP1417,Eva,JOHNSON,25.0,cloud tech-california,Inactive,2021-07-11,86669.79,eva.johnson@example.com,-3666144941,Excellent,True,Eva JOHNSON
EMP1418,Bob,GARCIA,40.0,finance-illinois,Inactive,2020-04-23,84972.7,bob.garcia@example.com,-9659234267,Poor,True,Bob GARCIA
EMP1419,Frank,MILLER,30.0,hr-texas,Pending,2023-10-12,100594.49,frank.miller@example.com,-3441497825,Average,False,Frank MILLER
EMP1420,Alice,JOHNSON,25.0,cloud tech-new york,Active,2022-08-24,75478.35,alice.johnson@example.com,-6128758574,Excellent,False,Alice JOHNSON
EMP1421,Charlie,JOHNSON,25.0,sales-nevada,Pending,2023-09-04,79355.85,charlie.johnson@example.com,-6766708060,Good,False,Charlie JOHNSON
EMP1422,Grace,MILLER,35.0,hr-texas,Pending,2022-02-02,58358.07,grace.miller@example.com,-2943985297,Poor,True,Grace MILLER
EMP1423,Alice,WILLIAMS,30.0,admin-illinois,Active,2022-04-01,54824.85,alice.williams@example.com,-9406260786,Average,False,Alice WILLIAMS
EMP1424,Eva,GARCIA,35.0,hr-texas,Pending,2022-07-24,50557.84,eva.garcia@example.com,-104159148,Average,True,Eva GARCIA
EMP1427,Alice,BROWN,35.0,cloud tech-nevada,Inactive,2024-10-04,101665.79,alice.brown@example.com,-3110291812,Poor,True,Alice BROWN
EMP1429,Eva,BROWN,25.0,cloud tech-new york,Pending,2022-04-25,99059.28,eva.brown@example.com,-6723849790,Poor,False,Eva BROWN
EMP1431,Alice,MILLER,40.0,devops-new york,Active,2021-08-20,68269.37,alice.miller@example.com,-7744197545,Excellent,False,Alice MILLER
EMP1432,Grace,JONES,35.0,hr-florida,Inactive,2021-04-23,55228.12,grace.jones@example.com,-6176620470,Poor,True,Grace JONES
EMP1433,Bob,GARCIA,30.0,cloud tech-new york,Inactive,2022-08-12,71982.33,bob.garcia@example.com,-9609409704,Average,False,Bob GARCIA
EMP1434,Frank,BROWN,30.0,finance-california,Inactive,2021-06-26,109673.75,frank.brown@example.com,-2774025882,Excellent,False,Frank BROWN
EMP1436,Frank,GARCIA,40.0,sales-texas,Pending,2021-09-04,68211.68,frank.garcia@example.com,-7244617678,Good,False,Frank GARCIA
EMP1437,Alice,GARCIA,40.0,finance-illinois,Pending,2023-01-31,67489.68,alice.garcia@example.com,-2988425994,Poor,False,Alice GARCIA
EMP1438,Charlie,DAVIS,25.0,cloud tech-texas,Active,2020-09-24,63869.31,charlie.davis@example.com,-9961002310,Good,False,Charlie DAVIS
EMP1440,Heidi,SMITH,30.0,cloud tech-california,Active,2020-03-28,115959.65,heidi.smith@example.com,-941017589,Excellent,True,Heidi SMITH
EMP1441,Grace,GARCIA,40.0,finance-texas,Inactive,2023-10-31,79866.48,grace.garcia@example.com,-2517629832,Excellent,True,Grace GARCIA
EMP1442,Charlie,SMITH,35.0,hr-florida,Active,2020-03-11,92987.46,charlie.smith@example.com,-4774332682,Excellent,True,Charlie SMITH
EMP1443,Eva,GARCIA,40.0,finance-illinois,Inactive,2020-05-04,56140.51,eva.garcia@example.com,-1901302055,Average,False,Eva GARCIA
EMP1444,Grace,BROWN,30.0,devops-illinois,Active,2023-07-15,119586.11,grace.brown@example.com,-9815287338,Average,True,Grace BROWN
EMP1445,Alice,WILLIAMS,40.0,devops-california,Inactive,2023-01-20,104700.46,alice.williams@example.com,-7855982175,Good,True,Alice WILLIAMS
EMP1446,Frank,WILLIAMS,40.0,hr-new york,Active,2021-10-15,91798.14,frank.williams@example.com,-6191284116,Good,False,Frank WILLIAMS
EMP1447,Eva,MILLER,25.0,finance-illinois,Inactive,2024-04-19,90879.22,eva.miller@example.com,-3098503445,Good,False,Eva MILLER
EMP1448,Charlie,DAVIS,25.0,admin-nevada,Active,2021-06-29,87358.27,charlie.davis@example.com,-5124189388,Poor,False,Charlie DAVIS
EMP1449,Alice,MILLER,30.0,sales-florida,Inactive,2024-09-14,119407.93,alice.miller@example.com,-8469081973,Excellent,True,Alice MILLER
EMP1453,David,MILLER,25.0,sales-florida,Active,2021-11-10,114252.73,david.miller@example.com,-1078356742,Good,False,David MILLER
EMP1454,Charlie,JONES,35.0,devops-new york,Inactive,2020-05-01,51533.9,charlie.jones@example.com,-3896086,Poor,True,Charlie JONES
EMP1455,Charlie,WILLIAMS,25.0,sales-california,Active,2022-02-04,99317.66,charlie.williams@example.com,-662668216,Poor,False,Charlie WILLIAMS
EMP1456,Bob,MILLER,35.0,hr-california,Active,2020-11-18,101264.64,bob.miller@example.com,-1955356032,Average,False,Bob MILLER
EMP1457,Heidi,GARCIA,35.0,admin-nevada,Pending,2023-11-21,112272.02,heidi.garcia@example.com,-1903689002,Poor,False,Heidi GARCIA
EMP1458,Frank,WILLIAMS,30.0,devops-illinois,Active,2022-02-13,71477.63,frank.williams@example.com,-102724054,Good,True,Frank WILLIAMS
EMP1459,Charlie,WILLIAMS,30.0,devops-texas,Pending,2023-03-19,77412.1,charlie.williams@example.com,-9342967110,Poor,False,Charlie WILLIAMS
EMP1460,Alice,JOHNSON,30.0,sales-california,Pending,2021-03-28,94775.27,alice.johnson@example.com,-4837537457,Average,False,Alice JOHNSON
EMP1461,Heidi,JONES,30.0,hr-nevada,Active,2021-05-02,74276.71,heidi.jones@example.com,-4384588104,Excellent,True,Heidi JONES
EMP1462,Bob,MILLER,35.0,finance-texas,Inactive,2021-03-05,67467.86,bob.miller@example.com,-6974132833,Good,True,Bob MILLER
EMP1463,Eva,SMITH,25.0,devops-texas,Active,2022-03-01,80675.41,eva.smith@example.com,-8315203770,Excellent,False,Eva SMITH
EMP1464,Charlie,BROWN,40.0,finance-florida,Inactive,2023-01-23,76274.33,charlie.brown@example.com,-704496409,Average,False,Charlie BROWN
EMP1465,David,DAVIS,30.0,finance-texas,Active,2021-08-26,51405.46,david.davis@example.com,-4967066702,Average,True,David DAVIS
EMP1466,Bob,GARCIA,25.0,hr-new york,Inactive,2020-11-25,101238.96,bob.garcia@example.com,-3626804084,Average,True,Bob GARCIA
EMP1467,Bob,SMITH,35.0,sales-illinois,Inactive,2023-12-13,52169.52,bob.smith@example.com,-954930595,Excellent,False,Bob SMITH
EMP1470,Bob,JONES,25.0,finance-illinois,Pending,2024-09-16,84366.38,bob.jones@example.com,-4138459608,Excellent,False,Bob JONES
EMP1471,Alice,GARCIA,40.0,cloud tech-california,Pending,2023-07-04,92015.09,alice.garcia@example.com,-4544901494,Average,True,Alice GARCIA
EMP1472,Alice,WILLIAMS,30.0,admin-nevada,Inactive,2020-06-16,83149.95,alice.williams@example.com,-4277070704,Average,False,Alice WILLIAMS
EMP1473,Grace,BROWN,40.0,finance-nevada,Inactive,2020-07-05,94930.65,grace.brown@example.com,-7836091497,Good,False,Grace BROWN
EMP1474,Frank,WILLIAMS,40.0,hr-new york,Inactive,2020-04-01,68430.72,frank.williams@example.com,-5172444722,Good,True,Frank WILLIAMS
EMP1475,David,GARCIA,35.0,sales-texas,Active,2024-03-20,98752.97,david.garcia@example.com,-2290310286,Excellent,False,David GARCIA
EMP1478,Grace,SMITH,25.0,sales-illinois,Pending,2024-06-27,90003.98,grace.smith@example.com,-8133595615,Average,False,Grace SMITH
EMP1479,Charlie,BROWN,25.0,finance-new york,Active,2021-03-09,106592.25,charlie.brown@example.com,-4205955656,Average,True,Charlie BROWN
EMP1480,Grace,BROWN,25.0,devops-florida,Active,2024-08-11,93905.83,grace.brown@example.com,-4902504289,Average,True,Grace BROWN
EMP1481,Eva,MILLER,35.0,devops-texas,Active,2022-03-05,88945.49,eva.miller@example.com,-1935889535,Good,False,Eva MILLER
EMP1483,Bob,MILLER,40.0,admin-new york,Pending,2023-04-19,90787.4,bob.miller@example.com,-8681809787,Average,False,Bob MILLER
EMP1484,Bob,JONES,25.0,sales-texas,Inactive,2024-11-11,87494.34,bob.jones@example.com,-7543943534,Average,True,Bob JONES
EMP1485,Grace,MILLER,35.0,finance-nevada,Inactive,2023-03-17,92627.35,grace.miller@example.com,-3751376514,Average,False,Grace MILLER
EMP1486,Eva,WILLIAMS,40.0,admin-illinois,Pending,2023-10-26,98556.29,eva.williams@example.com,-8815793762,Poor,True,Eva WILLIAMS
EMP1487,Frank,BROWN,30.0,cloud tech-nevada,Inactive,2021-07-04,112792.2,frank.brown@example.com,-9283692943,Good,True,Frank BROWN
EMP1488,Eva,SMITH,35.0,hr-florida,Pending,2023-11-03,56875.22,eva.smith@example.com,-5511668296,Poor,False,Eva SMITH
